"session","player","stage","step","round","time","timeup"
"room000006","35377069002439","game","game",1,5752,0
"room000006","699124359075622","game","game",1,8154,0
"room000006","699124359075622","game","game",2,1082,0
"room000006","35377069002439","game","game",2,3120,0
"room000006","35377069002439","game","game",3,30000,1
"room000006","699124359075622","game","game",3,31640,0
"room000006","699124359075622","game","game",4,1985,0
