"session","player","stage","step","round","time","timeup"
"room000001","601770542228483","game","game",1,1757,0
"room000001","594598919405791","game","game",1,4744,0
"room000001","594598919405791","game","game",2,2459,0
"room000001","601770542228483","game","game",2,4679,0
"room000001","601770542228483","game","game",3,1117,0
"room000001","594598919405791","game","game",3,5784,0
"room000001","594598919405791","game","game",4,9999,1
"room000001","601770542228483","game","game",4,12782,0
