"session","player","stage","step","round","time","timeup"
"room000011","78475984923788","game","game",1,6914,0
"room000011","410311925154116","game","game",1,10519,0
"room000011","410311925154116","game","game",2,1381,0
"room000011","78475984923788","game","game",2,11699,0
"room000011","78475984923788","game","game",3,4689,0
"room000011","410311925154116","game","game",3,7704,0
"room000011","410311925154116","game","game",4,1762,0
