"session","player","stage","step","round","time","timeup"
"room000002","590639611178228","game","game",1,5199,0
"room000002","868658099945803","game","game",1,7070,0
"room000002","868658099945803","game","game",2,1559,0
"room000002","590639611178228","game","game",2,6284,0
"room000002","590639611178228","game","game",3,29999,1
"room000002","868658099945803","game","game",3,33110,0
"room000002","868658099945803","game","game",4,1208,0
"room000002","590639611178228","game","game",4,5962,1
